location_id,county,city,state,zip_code
270,Grays Harbor,Hoquiam,WA,98550
271,Skagit,Burlington,WA,98233
272,Benton,Richland,WA,99354
273,Spokane,Spokane,WA,99201
274,Mason,Belfair,WA,98528
275,Pierce,Edgewood,WA,98372
276,Pierce,Steilacoom,WA,98388
277,Pierce,Gig Harbor,WA,98332
278,Pierce,Tacoma,WA,98403
279,Pierce,Tacoma,WA,98421
280,Whatcom,Blaine,WA,98230
281,Chelan,Wenatchee,WA,98801
282,Spokane,Nine Mile Falls,WA,99026
283,Pierce,Gig Harbor,WA,98329
284,Pierce,Gig Harbor,WA,98335
285,Spokane,Spokane Valley,WA,99206
286,Pacific,Long Beach,WA,98631
287,Pierce,Tacoma,WA,98406
288,Pierce,Sumner,WA,98390
289,Grays Harbor,Elma,WA,98541
290,King,Vashon,WA,98070
291,Pierce,Tacoma,WA,98445
292,Pierce,Fircrest,WA,98466
293,Pierce,South Hill,WA,98374
294,Pierce,Tacoma,WA,98404
295,Lewis,Chehalis,WA,98532
296,Pierce,Parkland,WA,98446
297,Lewis,Centralia,WA,98531
298,Spokane,Medical Lake,WA,99022
299,Kittitas,Ellensburg,WA,98926
300,Pierce,Puyallup,WA,98374
301,Benton,Kennewick,WA,99338
302,Spokane,Spokane,WA,99205
303,Benton,West Richland,WA,99353
304,Spokane,Liberty Lake,WA,99019
305,Walla Walla,College Place,WA,99324
306,Benton,Richland,WA,99352
307,Pierce,Graham,WA,98338
308,Spokane,Spokane,WA,99224
309,Skagit,Mount Vernon,WA,98274
310,Pierce,Lakewood,WA,98499
311,Pierce,Joint Base Lewis Mcchord,WA,98433
312,Benton,Kennewick,WA,99336
313,Skagit,Bellingham,WA,98229
314,Spokane,Spokane,WA,99208
315,Whatcom,Bellingham,WA,98225
316,Spokane,Spokane Valley,WA,99216
